Open,High,Low,Close,Volume,rsi,macd,macd_signal,macd_hist,adx,market_conditions_neutral,market_conditions_overbought,market_conditions_oversold,market_conditions_trending,price_direction
110.5,110.5,108.5,108.75,7435300,39.36454309118223,-0.5344778006361395,0.38730400780373186,-0.9217818084398713,11.741144337277364,0,0,1,0,-23.94332478762581
108.81,111.0,108.19,110.5,9112000,42.988243555367504,-0.7774245622637039,0.1543582937902447,-0.9317828560539486,12.305155712703836,0,0,1,0,-27.77690995446227
109.87,109.87,104.94,108.0,10312200,39.36862712665671,-1.1583381269318807,-0.10818099035418041,-1.0501571365777003,13.65548712455035,0,0,1,0,-35.03763192975865
104.62,106.5,103.94,104.5,8479900,34.93384799526917,-1.7227765251541598,-0.4311000973141763,-1.2916764278399835,15.13314989223972,0,0,1,0,-44.75847118532348
105.56,105.56,100.94,102.75,10484900,32.93606581708952,-2.284968700112884,-0.801873817873918,-1.4830948822389662,17.10681725314998,0,0,1,0,-48.62112778741031
102.0,105.5,100.06,100.25,10807800,30.27265103179576,-2.8988233249367994,-1.2212637192864944,-1.677559605650305,19.0987116249703,0,0,1,0,-52.99792959643303
100.5,105.44,99.5,103.12,11192900,36.61009001448502,-3.117782665469079,-1.6005675085230113,-1.5172151569460677,21.050457875732587,0,0,1,0,-52.5127108693978
107.25,110.0,106.06,108.0,10162800,45.654796274400034,-2.86451397026822,-1.8533568008720531,-1.011157169396167,20.921322129828365,0,0,1,0,-50.066614836800994
109.94,111.0,101.0,103.06,10747400,39.509195692641235,-3.0275141210907037,-2.0881882649157832,-0.9393258561749205,21.84869203639689,0,0,1,0,-49.51133418685579
106.0,107.0,101.69,103.0,10035100,39.43975387138297,-3.1255055313238103,-2.2956517181973886,-0.8298538131264217,22.70982123535338,0,0,1,0,-46.606002989282494
103.0,106.87,102.75,106.25,8376400,45.071433877836114,-2.907401872317564,-2.418001749021424,-0.48940012329614024,23.509441205812976,0,0,1,0,-39.838502187807265
106.5,108.0,104.12,108.0,6334100,47.8818995693719,-2.5637890127278524,-2.4471592017627097,-0.11662981096514269,23.7909418843091,0,0,1,0,-25.928919017833334
107.62,109.0,105.0,105.25,7093200,44.0662745296067,-2.4847329089156602,-2.4546739431933,-0.03005896572236022,23.652526840596476,0,0,1,0,-17.656673015842944
104.0,109.0,102.5,107.69,7871000,48.023943454326236,-2.1998344468529325,-2.4037060439252267,0.2038715970722942,24.114216025460678,0,0,1,0,-5.613327874132479
107.75,110.0,107.37,108.62,7973700,49.49088654427298,-1.8773660284635838,-2.298438040832898,0.42107201236931413,24.138041861424046,0,0,1,0,5.067807979246433
107.5,108.25,106.12,107.0,5665900,47.0023378198217,-1.7325561162957115,-2.1852616559254607,0.45270553962974924,24.459112012233756,0,0,1,0,16.046630961916286
109.0,109.81,107.87,109.0,6622500,50.323367288540055,-1.4398126681152235,-2.036171858363413,0.5963591902481897,24.120583989868766,0,0,1,0,25.486265522775316
108.25,111.69,107.69,110.0,8857300,51.944843929190476,-1.1142750643485755,-1.8517924995604456,0.7375174352118701,23.100661401820105,0,0,1,0,29.87855098233568
110.0,113.37,109.94,112.75,6563500,56.18070146298517,-0.6271527244818458,-1.6068645445447256,0.9797118200628798,21.57642961308458,0,0,1,0,33.78556717642845
112.81,114.69,111.94,113.5,6771600,57.286509317920654,-0.1785280681819046,-1.3211972492721613,1.1426691810902567,20.335369747870292,0,0,1,0,33.372149796720656
114.5,115.37,113.87,114.25,6137800,58.416614274268156,0.23482205362780917,-1.0099933886921673,1.2448154423199764,19.398402983443912,0,0,1,0,35.22545305468378
115.87,115.87,111.62,115.25,6492400,59.938575278433525,0.6357679091353958,-0.6808411291266546,1.3166090382620506,18.269790597291923,0,0,1,0,41.797413968680935
115.37,122.25,115.06,120.62,12125600,66.9367953111245,1.371030127448904,-0.2704668778115428,1.641497005260447,18.450467722329304,0,0,1,0,46.14144500623031
125.0,128.25,124.62,126.87,11862900,72.87574264732824,2.4300414936210473,0.2696347964749752,2.160406697146072,19.707683967901428,0,0,1,0,52.14636489748072
125.75,127.0,122.06,122.5,8149600,64.19332799447372,2.8834544842844565,0.7923987340368714,2.091055750247585,20.08509445758225,0,0,1,0,54.657084091082965
122.31,122.44,118.5,119.0,7312300,58.21145391513098,2.9266304230174853,1.2192450718329941,1.7073853511844912,19.466583733135458,0,0,1,0,54.841647264420864
118.87,123.0,118.69,122.75,9158000,62.268410691273516,3.2262511109363317,1.6206462796536616,1.60560483128267,19.00647285518126,0,0,1,0,54.415472273129744
122.62,123.75,117.06,118.37,8015200,55.491981866635435,3.0748285603207677,1.9114827357870827,1.163345824533685,18.14682332413109,0,0,1,0,51.424069675816376
120.0,122.37,119.44,122.0,7715600,59.432295009348316,3.2107245270997993,2.171331094049626,1.039393433050173,17.34857733101308,0,0,1,0,50.13241827552381
121.5,126.94,115.06,121.19,16667200,58.194252233761546,3.215990888227523,2.380263052885206,0.8357278353423174,17.592954539988455,0,0,1,0,45.160105043532916
120.5,125.75,119.75,125.0,8693500,62.18456460313734,3.4873991097580443,2.6016902642597737,0.8857088454982707,17.819876234037018,0,0,1,0,42.80782096437161
123.5,128.0,122.62,122.75,8887400,58.62577957286437,3.4808112592790224,2.7775144632636235,0.7032967960153989,18.47247056970638,0,0,1,0,36.69623176813248
123.5,125.69,121.5,123.12,5380300,59.04089938231167,3.465498142701108,2.9151111991511205,0.5503869435499875,18.7141323870587,0,0,1,0,31.361159836425966
124.75,125.37,121.56,122.12,5507300,57.3656535750354,3.3342357505936207,2.9989361094396205,0.3352996411540001,18.938532646028712,0,0,1,0,22.98868446341027
121.62,121.62,117.81,119.37,7738700,52.91879895686938,2.974024637112322,2.993953814974161,-0.019929177861838898,17.972286960966386,0,0,1,0,8.377994146513936
119.62,119.62,111.69,113.75,8885200,45.206404146679304,2.209596845785242,2.837082421136377,-0.6274855753511348,17.74551530501617,0,0,1,0,-15.631736615712816
112.5,114.31,110.0,110.62,8236400,41.57246418354056,1.3358189825428184,2.5368297334176653,-1.2010107508748469,17.863198384690406,0,0,1,0,-31.495023383034805
109.81,112.75,102.87,105.0,11782000,35.97986187265067,0.1876930898880147,2.0670024047117352,-1.8793093148237205,19.10573657582722,0,0,1,0,-40.567885668009694
103.87,112.25,103.31,111.87,9969500,45.611880578248815,-0.16594050794566328,1.6204138221802555,-1.7863543301259188,20.259522039025683,0,0,1,0,-43.56824241869224
112.25,115.12,110.06,111.5,8205500,45.217300628420396,-0.4706284776678302,1.2022053622106383,-1.6728338398784686,20.51786243940682,0,0,1,0,-48.380629772300885
109.75,109.75,102.81,105.0,14674500,38.85769247439522,-1.2224993544852794,0.7172644188714548,-1.9397637733567341,21.770667927390594,0,0,1,0,-53.04076231896393
105.0,105.25,102.06,104.0,10633300,37.97284147030619,-1.8774124419691987,0.19832904670332396,-2.0757414886725227,23.023943832024997,0,0,1,0,-58.4303318253506
102.0,107.19,101.25,106.5,8523100,41.55593580513802,-2.169695773280324,-0.2752759172934057,-1.8944198559869183,23.654311476085443,0,0,1,0,-59.10997318075121
106.5,113.0,106.44,112.5,9576400,49.14831102264372,-1.8953343288855535,-0.5992875996118353,-1.2960467292737183,22.851535675386405,0,0,1,0,-56.35946314561327
112.5,113.94,109.0,110.5,6182800,46.95846020315591,-1.8183236892157453,-0.8430948175326174,-0.9752288716831279,21.905053329783023,0,0,1,0,-50.8299046091096
109.5,113.12,108.69,110.62,6317500,47.110728486347945,-1.7276934309078769,-1.0200145402076692,-0.7076788907002076,21.083089853702802,0,0,1,0,-43.802668939985836
112.0,112.69,110.12,111.5,4888600,48.28322318467427,-1.5667985740466435,-1.129371346975464,-0.4374272270711794,20.31983805448545,0,0,1,0,-30.964682440670302
112.5,113.19,110.44,112.0,4196100,48.975365215523894,-1.383000055718938,-1.1800970887241589,-0.20290296699477905,19.483200902025555,0,0,1,0,-11.782569444234534
111.0,113.62,110.69,111.37,4085000,48.1018296392866,-1.2734940934311965,-1.1987764896655664,-0.07471760376563008,18.591511496187877,0,0,1,0,6.767037744714459
110.5,111.12,106.56,108.12,5543800,43.7651364717959,-1.4324453298902995,-1.245510257710513,-0.18693507217978644,18.645417759231382,0,0,1,0,11.472089450959416
109.12,109.19,107.19,107.62,3631300,43.12103016110183,-1.5805416509919894,-1.3125165363668083,-0.2680251146251811,18.695473574914637,0,0,1,0,11.00691129084703
106.62,109.62,106.5,107.87,4695100,43.568236118225876,-1.6586166415874288,-1.3817365574109324,-0.27688008417649645,18.886431044675923,0,0,1,0,1.2099573373878068
108.06,110.37,107.62,109.75,4826900,46.94634534647792,-1.5509133818933947,-1.4155719223074248,-0.13534145958596988,18.81651217681399,0,0,1,0,6.578216518077887
110.5,110.62,108.25,109.0,4864900,45.76924917173964,-1.5086853193764966,-1.4341946017212392,-0.07449071765525739,18.66624078628265,0,0,1,0,10.49278468731765
105.5,105.69,102.06,103.0,10012700,37.63870671551175,-1.9370401385512679,-1.534763709087245,-0.40227642946402287,19.792261466824772,0,0,1,0,-6.821669154381047
104.0,107.5,103.19,104.44,8106200,40.37624970790252,-2.1356994397445987,-1.6549508552187158,-0.480748584525883,20.23499550756057,0,0,1,0,-22.170625653222956
103.75,105.75,103.25,104.44,5599700,40.376249707902524,-2.267005736238005,-1.7773618314225736,-0.4896439048154313,20.64610568824381,0,0,1,0,-31.58649022476734
104.0,104.87,102.0,104.19,5907800,40.02249932032228,-2.363989236496508,-1.8946873124373604,-0.4693019240591474,21.280953498798652,0,0,1,0,-31.904305775362186
105.12,109.25,105.0,109.0,7265800,49.23764957052918,-2.0293297083629085,-1.92161579162247,-0.1077139167404384,20.45461774493551,0,0,1,0,-27.57346459557814
107.5,108.87,106.12,107.87,5524500,47.395319004476875,-1.8341482580204769,-1.9041222849020714,0.06997402688159449,19.687305973491164,0,0,1,0,-23.921232168264982
106.12,107.31,104.69,106.06,4577200,44.52171484931702,-1.8047138082305878,-1.8842405895677747,0.07952678133718694,19.328008250118426,0,0,1,0,-20.58529556743626
106.06,107.5,105.0,106.44,6419200,45.27193937200759,-1.7307727001817454,-1.8535470116905688,0.12277431150882334,18.930693259355213,0,0,1,0,-14.37706210392439
106.0,109.25,103.44,109.25,6769400,50.592622956194646,-1.4289581830473992,-1.7686292459619348,0.33967106291453564,17.979889928913053,0,0,1,0,-3.0407441745574126
109.0,110.0,107.12,107.37,5978900,47.28071953346412,-1.326180904004275,-1.6801395775704029,0.353958673566128,16.85565259474012,0,0,1,0,-0.08311030320083095
106.5,110.0,104.19,109.62,8184200,51.3826744678901,-1.0510570426000783,-1.554323070576338,0.5032660279762597,16.640061851405044,0,0,1,0,5.785390135343763
110.5,112.25,106.37,106.5,5967600,46.03388175421995,-1.072415190587094,-1.4579414945784892,0.3855263039913952,15.713440635715468,0,0,1,0,6.526016737756952
105.5,107.19,104.56,106.94,4296900,46.873787748907944,-1.0418278114819088,-1.374718757959173,0.33289094647726425,15.3473032809686,0,0,1,0,11.752397604782237
107.75,111.0,107.69,110.94,3617500,53.89833178565331,-0.686902339972363,-1.2371554743618112,0.5502531343894481,14.601006069890262,0,0,1,0,21.979219515464475
110.5,110.75,107.19,107.31,3732500,47.730448855846234,-0.6905715307842826,-1.1278386856463054,0.43726715486202283,13.762599255292676,0,0,1,0,16.12568567092682
107.56,108.94,105.5,106.0,5712500,45.69805502170459,-0.7900779163972231,-1.060286531796489,0.2702086153992658,13.059830170944212,0,0,1,0,9.410446995419889
109.0,109.75,107.62,108.81,5473300,50.561024260737796,-0.6348754787276079,-0.9752043211827127,0.34032884245510486,12.162773991068516,0,0,1,0,6.604312301139733
108.44,114.19,108.44,112.81,7281400,56.52896464072539,-0.18695475999811606,-0.8175544089457933,0.6305996489476773,12.42672423791954,0,0,1,0,8.67972329542179
112.25,114.62,111.25,112.37,5369400,55.732003699932164,0.13101109951927015,-0.6278413072527806,0.7588524067720508,12.772151366890611,0,0,1,0,16.575550122399946
112.5,121.75,111.5,121.0,11115500,65.88968420514618,1.0670696948731262,-0.28885910682759924,1.3559288017007254,14.450034139550286,0,0,1,0,32.50295856712356
119.37,122.31,117.5,119.75,9325600,63.612839722961745,1.688573498129017,0.10662741416372401,1.581946083965293,16.094812900563362,0,0,1,0,39.47276881707538
119.87,120.75,118.87,119.69,4739100,63.499413993854226,2.151477349704109,0.515597401271801,1.635879948432308,17.622107464361218,0,0,1,0,43.847893925899506
119.12,120.44,118.84,118.84,3640300,61.817775922161964,2.4218267792891055,0.8968432768752619,1.5249835024138436,19.028698631899882,0,0,1,0,47.92554339332937
118.87,119.94,116.75,119.31,4008600,62.41055429581367,2.64353272236238,1.2461811659726856,1.3973515563896945,19.535628311056236,0,0,1,0,49.33765234509973
118.87,120.0,115.5,116.0,5282600,55.83608220578892,2.5230626467376,1.5015574621256684,1.0215051846119314,19.557115643096047,0,0,1,0,48.93446094433479
116.0,119.0,115.87,116.81,5386300,57.02902538580991,2.4645397937923974,1.6941539284590141,0.7703858653333833,19.577068165704446,0,0,1,0,45.66583821283728
116.31,117.69,113.25,113.25,8046200,50.56435613948881,2.1066140281653247,1.7766459484002763,0.3299680797650484,18.670197128417694,0,0,1,0,37.48067345786545
113.5,120.37,113.25,120.37,6059200,60.26567679250812,2.3701580690197233,1.8953483725241658,0.4748096964955575,18.5359354517551,0,0,1,0,39.27033840459966
120.0,120.69,115.37,116.37,7103800,53.869791843386075,2.2305397754552843,1.9623866531103895,0.26815312234489475,18.491498505405648,0,0,1,0,30.670269895981015
115.56,115.94,113.5,114.5,6487000,51.1374443963347,1.946559177643195,1.9592211580169505,-0.012661980373755544,17.7907308352564,0,0,1,0,13.063940923975268
114.12,114.31,111.25,111.81,4853100,47.412030436272474,1.4872973511221232,1.864836396637985,-0.3775390455158618,16.61500223661344,0,0,1,0,-8.561551582759963
113.5,113.62,110.81,111.87,3360900,47.503894627506845,1.1153138989916869,1.7149318971087255,-0.5996179981170386,15.657376925979737,0,0,1,0,-22.428252960146875
113.0,115.75,112.87,114.41,3625900,51.376252031722956,1.013784825111813,1.574702482709343,-0.5609176575975301,14.975204155197364,0,0,1,0,-31.497769996441836
111.62,112.81,108.75,109.75,6607900,44.84102388549988,0.5509482592502337,1.3699516380175212,-0.8190033787672875,14.668768940049421,0,0,1,0,-33.83598865480183
110.0,115.19,109.87,113.78,6436600,50.683469318368736,0.5035298870310498,1.196667287820227,-0.6931374007891771,13.675615927017544,0,0,1,0,-31.155959029873305
111.75,114.37,110.06,114.0,7688500,50.98866425613488,0.4781903659244904,1.0529719034410796,-0.5747815375165892,12.753402414916517,0,0,1,0,-26.941578809334494
112.69,113.19,108.62,109.56,8612600,44.94364028865902,0.09869996772505374,0.8621175162978745,-0.7634175485728207,12.316479929334207,0,0,1,0,-28.447958615691622
108.75,109.87,108.31,109.5,2304400,44.866230311882674,-0.20453268006909298,0.648787477024481,-0.853320157093574,12.001011595975912,0,0,1,0,-27.508122851296662
105.62,105.62,101.12,105.0,14339600,39.38691155780776,-0.7987516185964836,0.3592796579002881,-1.1580312764967717,13.369961289316652,0,0,1,0,-34.77169527219641
105.0,105.12,100.0,101.25,12932700,35.49649670474792,-1.5543504836125663,-0.023446370402282812,-1.5309041132102834,14.8410185636076,0,0,1,0,-41.98442950587542
102.69,105.06,101.62,105.06,9031700,41.78774467965813,-1.8246988766181857,-0.3836968716454634,-1.4410020049727224,16.207000318306335,0,0,1,0,-46.278335005041235
104.69,104.94,102.87,103.31,4212200,39.864487161060644,-2.1553171460485885,-0.7380209265260884,-1.4172962195225,17.475411947669446,0,0,1,0,-44.147000340834175
103.25,104.0,101.0,102.0,5619800,38.43831872545347,-2.4942879594650265,-1.0892743331138761,-1.4050136263511503,19.02186145018887,0,0,1,0,-44.711447974785074
103.19,105.87,102.62,104.62,5550500,42.84256926849082,-2.52243560006805,-1.3759065865047109,-1.1465290135633392,19.686376133107398,0,0,1,0,-43.01250084983999
105.44,105.94,102.0,104.0,5669700,42.075445656178836,-2.5652015794570957,-1.6137655850951877,-0.951435994361908,20.441508951543078,0,0,1,0,-43.193077430726554
103.75,104.87,103.12,103.94,4020000,41.99707506337225,-2.5742609470188142,-1.805864657479913,-0.7683962895389012,21.142703711519065,0,0,1,0,-42.30701579892966
104.44,107.87,104.19,105.5,6632700,44.872177213046974,-2.427577990584041,-1.9302073241007387,-0.4973706664833022,20.57069426600635,0,0,1,0,-35.68997792932569
104.12,104.81,102.62,103.31,6452700,41.74393099211853,-2.4596915946242177,-2.0361041782054343,-0.4235874164187834,20.467532215577442,0,0,1,0,-35.126175826154494
102.37,109.5,101.0,108.75,7781400,50.900634188660135,-2.0228610383067007,-2.0334555502256877,0.01059451191898697,19.184696102920533,0,0,1,0,-20.40962559983631
112.0,117.81,111.75,117.25,23048400,61.17049438699071,-0.9794996504419089,-1.822664370268932,0.8431647198270231,19.78562659270017,0,0,1,0,13.03645496532936
117.0,117.0,113.75,114.75,8966400,57.36967851020454,-0.35031907988752664,-1.528195312192651,1.1778762323051244,20.343633476066973,0,0,1,0,31.093209044543386
114.12,115.62,111.62,112.5,6814400,54.11095699011391,-0.0328662786852334,-1.2291295054911675,1.196263226805934,20.21407838804838,0,0,1,0,41.52612494673819
113.25,113.37,110.25,112.0,5566900,53.3852549843275,0.17633880805371405,-0.9480358427821911,1.1243746508359052,19.696568682168195,0,0,1,0,44.77497470729082
